LEXXW;GXIIW;CODI_B;FTHM;INQQ;
0.845641;0.845641;0.845641;0.845641;0.845641;
0.854702;0.854702;0.854702;0.854702;0.854702;
0.816773;0.816773;0.816773;0.816773;0.816773;
0.807778;0.807778;0.807778;0.807778;0.807778;
0.875154;0.875154;0.875154;0.875154;0.875154;
0.958272;0.958272;0.958272;0.958272;0.958272;
0.987745;0.987745;0.987745;0.987745;0.987745;
0.999434;0.999434;0.999434;0.999434;0.999434;
0.9833;0.9833;0.9833;0.9833;0.9833;
1.05703;1.05703;1.05703;1.05703;1.05703;
1.09656;1.09656;1.09656;1.09656;1.09656;
1.00054;1.00054;1.00054;1.00054;1.00054;
0.957617;0.957617;0.957617;0.957617;0.957617;
0.962326;0.962326;0.962326;0.962326;0.962326;
1.01928;1.01928;1.01928;1.01928;1.01928;
0.927673;0.927673;0.927673;0.927673;0.927673;
0.939941;0.939941;0.939941;0.939941;0.939941;
0.945598;0.945598;0.945598;0.945598;0.945598;
0.979836;0.979836;0.979836;0.979836;0.979836;
1.04704;1.04704;1.04704;1.04704;1.04704;
0.957331;0.957331;0.957331;0.957331;0.957331;
1.00274;1.00274;1.00274;1.00274;1.00274;
0.91574;0.91574;0.91574;0.91574;0.91574;
0.92498;0.92498;0.92498;0.92498;0.92498;
0.926233;0.926233;0.926233;0.926233;0.926233;
0.882447;0.882447;0.882447;0.882447;0.882447;
0.889009;0.889009;0.889009;0.889009;0.889009;
0.922442;0.922442;0.922442;0.922442;0.922442;
0.842405;0.842405;0.842405;0.842405;0.842405;
0.77297;0.77297;0.77297;0.77297;0.77297;
0.837044;0.837044;0.837044;0.837044;0.837044;
0.81576;0.81576;0.81576;0.81576;0.81576;
0.869017;0.869017;0.869017;0.869017;0.869017;
0.80418;0.80418;0.80418;0.80418;0.80418;
0.754297;0.754297;0.754297;0.754297;0.754297;
0.708751;0.708751;0.708751;0.708751;0.708751;
0.684415;0.684415;0.684415;0.684415;0.684415;
0.768464;0.768464;0.768464;0.768464;0.768464;
0.702325;0.702325;0.702325;0.702325;0.702325;
0.692598;0.692598;0.692598;0.692598;0.692598;
0.640904;0.640904;0.640904;0.640904;0.640904;
0.649152;0.649152;0.649152;0.649152;0.649152;
0.593466;0.593466;0.593466;0.593466;0.593466;
0.625895;0.625895;0.625895;0.625895;0.625895;
0.660238;0.660238;0.660238;0.660238;0.660238;
0.651597;0.651597;0.651597;0.651597;0.651597;
0.745358;0.745358;0.745358;0.745358;0.745358;
0.6851;0.6851;0.6851;0.6851;0.6851;
0.781563;0.781563;0.781563;0.781563;0.781563;
0.739725;0.739725;0.739725;0.739725;0.739725;
0.73708;0.73708;0.73708;0.73708;0.73708;
0.711358;0.711358;0.711358;0.711358;0.711358;
0.79487;0.79487;0.79487;0.79487;0.79487;
0.80103;0.80103;0.80103;0.80103;0.80103;
0.80318;0.80318;0.80318;0.80318;0.80318;
0.764411;0.764411;0.764411;0.764411;0.764411;
0.713743;0.713743;0.713743;0.713743;0.713743;
0.781896;0.781896;0.781896;0.781896;0.781896;
0.853008;0.853008;0.853008;0.853008;0.853008;
0.899313;0.899313;0.899313;0.899313;0.899313;
0.939729;0.939729;0.939729;0.939729;0.939729;
0.929717;0.929717;0.929717;0.929717;0.929717;
0.855672;0.855672;0.855672;0.855672;0.855672;
0.887817;0.887817;0.887817;0.887817;0.887817;
0.901517;0.901517;0.901517;0.901517;0.901517;
0.852996;0.852996;0.852996;0.852996;0.852996;
0.805213;0.805213;0.805213;0.805213;0.805213;
0.763025;0.763025;0.763025;0.763025;0.763025;
0.742381;0.742381;0.742381;0.742381;0.742381;
0.838079;0.838079;0.838079;0.838079;0.838079;
0.81484;0.81484;0.81484;0.81484;0.81484;
0.863987;0.863987;0.863987;0.863987;0.863987;
0.945366;0.945366;0.945366;0.945366;0.945366;
0.942668;0.942668;0.942668;0.942668;0.942668;
1.01735;1.01735;1.01735;1.01735;1.01735;
1.0383;1.0383;1.0383;1.0383;1.0383;
0.960191;0.960191;0.960191;0.960191;0.960191;
1.02734;1.02734;1.02734;1.02734;1.02734;
0.934537;0.934537;0.934537;0.934537;0.934537;
0.98597;0.98597;0.98597;0.98597;0.98597;
0.98298;0.98298;0.98298;0.98298;0.98298;
0.925638;0.925638;0.925638;0.925638;0.925638;
0.849667;0.849667;0.849667;0.849667;0.849667;
0.88894;0.88894;0.88894;0.88894;0.88894;
0.835962;0.835962;0.835962;0.835962;0.835962;
0.812606;0.812606;0.812606;0.812606;0.812606;
0.748211;0.748211;0.748211;0.748211;0.748211;
0.717615;0.717615;0.717615;0.717615;0.717615;
0.689642;0.689642;0.689642;0.689642;0.689642;
0.684745;0.684745;0.684745;0.684745;0.684745;
0.758089;0.758089;0.758089;0.758089;0.758089;
0.691859;0.691859;0.691859;0.691859;0.691859;
0.737329;0.737329;0.737329;0.737329;0.737329;
0.676074;0.676074;0.676074;0.676074;0.676074;
0.628245;0.628245;0.628245;0.628245;0.628245;
0.659757;0.659757;0.659757;0.659757;0.659757;
0.662967;0.662967;0.662967;0.662967;0.662967;
0.719224;0.719224;0.719224;0.719224;0.719224;
0.738653;0.738653;0.738653;0.738653;0.738653;
0.763655;0.763655;0.763655;0.763655;0.763655;
0.768677;0.768677;0.768677;0.768677;0.768677;
0.717382;0.717382;0.717382;0.717382;0.717382;
0.769477;0.769477;0.769477;0.769477;0.769477;
0.71782;0.71782;0.71782;0.71782;0.71782;
0.663057;0.663057;0.663057;0.663057;0.663057;
0.698978;0.698978;0.698978;0.698978;0.698978;
0.642346;0.642346;0.642346;0.642346;0.642346;
0.587101;0.587101;0.587101;0.587101;0.587101;
0.533726;0.533726;0.533726;0.533726;0.533726;
0.563986;0.563986;0.563986;0.563986;0.563986;
0.522365;0.522365;0.522365;0.522365;0.522365;
0.610544;0.610544;0.610544;0.610544;0.610544;
0.631908;0.631908;0.631908;0.631908;0.631908;
0.72631;0.72631;0.72631;0.72631;0.72631;
0.71821;0.71821;0.71821;0.71821;0.71821;
0.783131;0.783131;0.783131;0.783131;0.783131;
0.727025;0.727025;0.727025;0.727025;0.727025;
0.733153;0.733153;0.733153;0.733153;0.733153;
0.778336;0.778336;0.778336;0.778336;0.778336;
0.736638;0.736638;0.736638;0.736638;0.736638;
0.806903;0.806903;0.806903;0.806903;0.806903;
0.761722;0.761722;0.761722;0.761722;0.761722;
0.847502;0.847502;0.847502;0.847502;0.847502;
0.82165;0.82165;0.82165;0.82165;0.82165;
0.775175;0.775175;0.775175;0.775175;0.775175;
0.833032;0.833032;0.833032;0.833032;0.833032;
0.791264;0.791264;0.791264;0.791264;0.791264;
0.852874;0.852874;0.852874;0.852874;0.852874;
0.8666;0.8666;0.8666;0.8666;0.8666;
0.873912;0.873912;0.873912;0.873912;0.873912;
0.950003;0.950003;0.950003;0.950003;0.950003;
0.883243;0.883243;0.883243;0.883243;0.883243;
0.945385;0.945385;0.945385;0.945385;0.945385;
0.864646;0.864646;0.864646;0.864646;0.864646;
0.81217;0.81217;0.81217;0.81217;0.81217;
0.822579;0.822579;0.822579;0.822579;0.822579;
0.798448;0.798448;0.798448;0.798448;0.798448;
0.771401;0.771401;0.771401;0.771401;0.771401;
0.803626;0.803626;0.803626;0.803626;0.803626;
0.801379;0.801379;0.801379;0.801379;0.801379;
0.779022;0.779022;0.779022;0.779022;0.779022;
0.802896;0.802896;0.802896;0.802896;0.802896;
0.791047;0.791047;0.791047;0.791047;0.791047;
0.751504;0.751504;0.751504;0.751504;0.751504;
0.7036;0.7036;0.7036;0.7036;0.7036;
0.797107;0.797107;0.797107;0.797107;0.797107;
0.748286;0.748286;0.748286;0.748286;0.748286;
0.71532;0.71532;0.71532;0.71532;0.71532;
0.648881;0.648881;0.648881;0.648881;0.648881;
0.731169;0.731169;0.731169;0.731169;0.731169;
0.738584;0.738584;0.738584;0.738584;0.738584;
0.789847;0.789847;0.789847;0.789847;0.789847;
0.756253;0.756253;0.756253;0.756253;0.756253;
0.821614;0.821614;0.821614;0.821614;0.821614;
0.801135;0.801135;0.801135;0.801135;0.801135;
0.727656;0.727656;0.727656;0.727656;0.727656;
0.793317;0.793317;0.793317;0.793317;0.793317;
0.723582;0.723582;0.723582;0.723582;0.723582;
0.781609;0.781609;0.781609;0.781609;0.781609;
0.725325;0.725325;0.725325;0.725325;0.725325;
0.816893;0.816893;0.816893;0.816893;0.816893;
0.744168;0.744168;0.744168;0.744168;0.744168;
0.716976;0.716976;0.716976;0.716976;0.716976;
0.754584;0.754584;0.754584;0.754584;0.754584;
0.746037;0.746037;0.746037;0.746037;0.746037;
0.768119;0.768119;0.768119;0.768119;0.768119;
0.788515;0.788515;0.788515;0.788515;0.788515;
0.790317;0.790317;0.790317;0.790317;0.790317;
0.782806;0.782806;0.782806;0.782806;0.782806;
0.740273;0.740273;0.740273;0.740273;0.740273;
0.676602;0.676602;0.676602;0.676602;0.676602;
0.666679;0.666679;0.666679;0.666679;0.666679;
0.768336;0.768336;0.768336;0.768336;0.768336;
0.71426;0.71426;0.71426;0.71426;0.71426;
0.751539;0.751539;0.751539;0.751539;0.751539;
0.682896;0.682896;0.682896;0.682896;0.682896;
0.671331;0.671331;0.671331;0.671331;0.671331;
0.61583;0.61583;0.61583;0.61583;0.61583;
0.576171;0.576171;0.576171;0.576171;0.576171;
0.526535;0.526535;0.526535;0.526535;0.526535;
0.645982;0.645982;0.645982;0.645982;0.645982;
0.709021;0.709021;0.709021;0.709021;0.709021;
0.772433;0.772433;0.772433;0.772433;0.772433;
0.721286;0.721286;0.721286;0.721286;0.721286;
0.800678;0.800678;0.800678;0.800678;0.800678;
0.784449;0.784449;0.784449;0.784449;0.784449;
0.850829;0.850829;0.850829;0.850829;0.850829;
0.849102;0.849102;0.849102;0.849102;0.849102;
0.824085;0.824085;0.824085;0.824085;0.824085;
0.883236;0.883236;0.883236;0.883236;0.883236;
0.808734;0.808734;0.808734;0.808734;0.808734;
0.746156;0.746156;0.746156;0.746156;0.746156;
0.815434;0.815434;0.815434;0.815434;0.815434;
0.867009;0.867009;0.867009;0.867009;0.867009;
0.821418;0.821418;0.821418;0.821418;0.821418;
0.824062;0.824062;0.824062;0.824062;0.824062;
0.8138;0.8138;0.8138;0.8138;0.8138;
0.838295;0.838295;0.838295;0.838295;0.838295;
0.774102;0.774102;0.774102;0.774102;0.774102;
0.807788;0.807788;0.807788;0.807788;0.807788;
0.807713;0.807713;0.807713;0.807713;0.807713;
0.847213;0.847213;0.847213;0.847213;0.847213;
0.912575;0.912575;0.912575;0.912575;0.912575;
0.920105;0.920105;0.920105;0.920105;0.920105;
0.998308;0.998308;0.998308;0.998308;0.998308;
0.908278;0.908278;0.908278;0.908278;0.908278;
0.908305;0.908305;0.908305;0.908305;0.908305;
0.882905;0.882905;0.882905;0.882905;0.882905;
0.81512;0.81512;0.81512;0.81512;0.81512;
0.880598;0.880598;0.880598;0.880598;0.880598;
0.920069;0.920069;0.920069;0.920069;0.920069;
0.846376;0.846376;0.846376;0.846376;0.846376;
0.854028;0.854028;0.854028;0.854028;0.854028;
0.849995;0.849995;0.849995;0.849995;0.849995;
0.875997;0.875997;0.875997;0.875997;0.875997;
0.862512;0.862512;0.862512;0.862512;0.862512;
0.893147;0.893147;0.893147;0.893147;0.893147;
0.843964;0.843964;0.843964;0.843964;0.843964;
0.765475;0.765475;0.765475;0.765475;0.765475;
0.811885;0.811885;0.811885;0.811885;0.811885;
0.788036;0.788036;0.788036;0.788036;0.788036;
0.73042;0.73042;0.73042;0.73042;0.73042;
0.736801;0.736801;0.736801;0.736801;0.736801;
0.708094;0.708094;0.708094;0.708094;0.708094;
0.793415;0.793415;0.793415;0.793415;0.793415;
0.855227;0.855227;0.855227;0.855227;0.855227;
0.912465;0.912465;0.912465;0.912465;0.912465;
0.988453;0.988453;0.988453;0.988453;0.988453;
1.04345;1.04345;1.04345;1.04345;1.04345;
0.951888;0.951888;0.951888;0.951888;0.951888;
0.992524;0.992524;0.992524;0.992524;0.992524;
1.0626;1.0626;1.0626;1.0626;1.0626;
1.12273;1.12273;1.12273;1.12273;1.12273;
1.13275;1.13275;1.13275;1.13275;1.13275;
1.03207;1.03207;1.03207;1.03207;1.03207;
1.09701;1.09701;1.09701;1.09701;1.09701;
1.0309;1.0309;1.0309;1.0309;1.0309;
1.08679;1.08679;1.08679;1.08679;1.08679;
1.05608;1.05608;1.05608;1.05608;1.05608;
1.08409;1.08409;1.08409;1.08409;1.08409;
1.10345;1.10345;1.10345;1.10345;1.10345;
1.16409;1.16409;1.16409;1.16409;1.16409;
1.0723;1.0723;1.0723;1.0723;1.0723;
1.10191;1.10191;1.10191;1.10191;1.10191;
1.06011;1.06011;1.06011;1.06011;1.06011;
1.09493;1.09493;1.09493;1.09493;1.09493;
1.1481;1.1481;1.1481;1.1481;1.1481;
1.20156;1.20156;1.20156;1.20156;1.20156;
1.1734;1.1734;1.1734;1.1734;1.1734;
1.16664;1.16664;1.16664;1.16664;1.16664;
1.13608;1.13608;1.13608;1.13608;1.13608;
1.03222;1.03222;1.03222;1.03222;1.03222;
0.942275;0.942275;0.942275;0.942275;0.942275;
1.00067;1.00067;1.00067;1.00067;1.00067;
1.04622;1.04622;1.04622;1.04622;1.04622;
1.10884;1.10884;1.10884;1.10884;1.10884;
1.07651;1.07651;1.07651;1.07651;1.07651;
1.07391;1.07391;1.07391;1.07391;1.07391;
1.04209;1.04209;1.04209;1.04209;1.04209;
0.951337;0.951337;0.951337;0.951337;0.951337;
0.878246;0.878246;0.878246;0.878246;0.878246;
0.807925;0.807925;0.807925;0.807925;0.807925;
0.88856;0.88856;0.88856;0.88856;0.88856;
0.894119;0.894119;0.894119;0.894119;0.894119;
0.822223;0.822223;0.822223;0.822223;0.822223;
0.907262;0.907262;0.907262;0.907262;0.907262;
0.990383;0.990383;0.990383;0.990383;0.990383;
0.910612;0.910612;0.910612;0.910612;0.910612;
0.83807;0.83807;0.83807;0.83807;0.83807;
0.874628;0.874628;0.874628;0.874628;0.874628;
0.936078;0.936078;0.936078;0.936078;0.936078;
0.95017;0.95017;0.95017;0.95017;0.95017;
0.984308;0.984308;0.984308;0.984308;0.984308;
0.911431;0.911431;0.911431;0.911431;0.911431;
0.861024;0.861024;0.861024;0.861024;0.861024;
0.935255;0.935255;0.935255;0.935255;0.935255;
0.862244;0.862244;0.862244;0.862244;0.862244;
0.896828;0.896828;0.896828;0.896828;0.896828;
0.960245;0.960245;0.960245;0.960245;0.960245;
1.0217;1.0217;1.0217;1.0217;1.0217;
0.931275;0.931275;0.931275;0.931275;0.931275;
0.894443;0.894443;0.894443;0.894443;0.894443;
0.818344;0.818344;0.818344;0.818344;0.818344;
0.773794;0.773794;0.773794;0.773794;0.773794;
0.788551;0.788551;0.788551;0.788551;0.788551;
0.752276;0.752276;0.752276;0.752276;0.752276;
0.728794;0.728794;0.728794;0.728794;0.728794;
0.668905;0.668905;0.668905;0.668905;0.668905;
0.611604;0.611604;0.611604;0.611604;0.611604;
0.696998;0.696998;0.696998;0.696998;0.696998;
0.787134;0.787134;0.787134;0.787134;0.787134;
0.812228;0.812228;0.812228;0.812228;0.812228;
0.804264;0.804264;0.804264;0.804264;0.804264;
0.784607;0.784607;0.784607;0.784607;0.784607;
0.876675;0.876675;0.876675;0.876675;0.876675;
0.851327;0.851327;0.851327;0.851327;0.851327;
0.862717;0.862717;0.862717;0.862717;0.862717;
0.782103;0.782103;0.782103;0.782103;0.782103;
0.840848;0.840848;0.840848;0.840848;0.840848;
0.87715;0.87715;0.87715;0.87715;0.87715;
0.863472;0.863472;0.863472;0.863472;0.863472;
0.882747;0.882747;0.882747;0.882747;0.882747;
0.841431;0.841431;0.841431;0.841431;0.841431;
0.894486;0.894486;0.894486;0.894486;0.894486;
0.825481;0.825481;0.825481;0.825481;0.825481;
0.784963;0.784963;0.784963;0.784963;0.784963;
0.810067;0.810067;0.810067;0.810067;0.810067;
0.812553;0.812553;0.812553;0.812553;0.812553;
0.740994;0.740994;0.740994;0.740994;0.740994;
0.792397;0.792397;0.792397;0.792397;0.792397;
0.725637;0.725637;0.725637;0.725637;0.725637;
0.658568;0.658568;0.658568;0.658568;0.658568;
0.727071;0.727071;0.727071;0.727071;0.727071;
0.749994;0.749994;0.749994;0.749994;0.749994;
0.751452;0.751452;0.751452;0.751452;0.751452;
0.699847;0.699847;0.699847;0.699847;0.699847;
0.666388;0.666388;0.666388;0.666388;0.666388;
0.610549;0.610549;0.610549;0.610549;0.610549;
0.583801;0.583801;0.583801;0.583801;0.583801;
0.563976;0.563976;0.563976;0.563976;0.563976;
0.653043;0.653043;0.653043;0.653043;0.653043;
0.704031;0.704031;0.704031;0.704031;0.704031;
0.65635;0.65635;0.65635;0.65635;0.65635;
0.597875;0.597875;0.597875;0.597875;0.597875;
0.547427;0.547427;0.547427;0.547427;0.547427;
0.621248;0.621248;0.621248;0.621248;0.621248;
0.689741;0.689741;0.689741;0.689741;0.689741;
0.656273;0.656273;0.656273;0.656273;0.656273;
0.753025;0.753025;0.753025;0.753025;0.753025;
0.748609;0.748609;0.748609;0.748609;0.748609;
0.771417;0.771417;0.771417;0.771417;0.771417;
0.757177;0.757177;0.757177;0.757177;0.757177;
0.690474;0.690474;0.690474;0.690474;0.690474;
0.780734;0.780734;0.780734;0.780734;0.780734;
0.740127;0.740127;0.740127;0.740127;0.740127;
0.789602;0.789602;0.789602;0.789602;0.789602;
0.752129;0.752129;0.752129;0.752129;0.752129;
0.681581;0.681581;0.681581;0.681581;0.681581;
0.664598;0.664598;0.664598;0.664598;0.664598;
0.766838;0.766838;0.766838;0.766838;0.766838;
0.844794;0.844794;0.844794;0.844794;0.844794;
0.829396;0.829396;0.829396;0.829396;0.829396;
0.822971;0.822971;0.822971;0.822971;0.822971;
0.767036;0.767036;0.767036;0.767036;0.767036;
0.802747;0.802747;0.802747;0.802747;0.802747;
0.795762;0.795762;0.795762;0.795762;0.795762;
0.861119;0.861119;0.861119;0.861119;0.861119;
0.893988;0.893988;0.893988;0.893988;0.893988;
0.835887;0.835887;0.835887;0.835887;0.835887;
0.921353;0.921353;0.921353;0.921353;0.921353;
0.869045;0.869045;0.869045;0.869045;0.869045;
0.884095;0.884095;0.884095;0.884095;0.884095;
0.832005;0.832005;0.832005;0.832005;0.832005;
0.814773;0.814773;0.814773;0.814773;0.814773;
0.804114;0.804114;0.804114;0.804114;0.804114;
0.786912;0.786912;0.786912;0.786912;0.786912;
0.739452;0.739452;0.739452;0.739452;0.739452;
0.697172;0.697172;0.697172;0.697172;0.697172;
0.743686;0.743686;0.743686;0.743686;0.743686;
0.774464;0.774464;0.774464;0.774464;0.774464;
0.703681;0.703681;0.703681;0.703681;0.703681;
0.651708;0.651708;0.651708;0.651708;0.651708;
0.69251;0.69251;0.69251;0.69251;0.69251;
0.650248;0.650248;0.650248;0.650248;0.650248;
0.606449;0.606449;0.606449;0.606449;0.606449;
0.596623;0.596623;0.596623;0.596623;0.596623;
0.57942;0.57942;0.57942;0.57942;0.57942;
0.686392;0.686392;0.686392;0.686392;0.686392;
0.636973;0.636973;0.636973;0.636973;0.636973;
0.646887;0.646887;0.646887;0.646887;0.646887;
0.610012;0.610012;0.610012;0.610012;0.610012;
0.592516;0.592516;0.592516;0.592516;0.592516;
0.658542;0.658542;0.658542;0.658542;0.658542;
0.701718;0.701718;0.701718;0.701718;0.701718;
0.64677;0.64677;0.64677;0.64677;0.64677;
0.591426;0.591426;0.591426;0.591426;0.591426;
0.556098;0.556098;0.556098;0.556098;0.556098;
0.520607;0.520607;0.520607;0.520607;0.520607;
0.48856;0.48856;0.48856;0.48856;0.48856;
0.588303;0.588303;0.588303;0.588303;0.588303;
0.535708;0.535708;0.535708;0.535708;0.535708;
0.50015;0.50015;0.50015;0.50015;0.50015;
0.481221;0.481221;0.481221;0.481221;0.481221;
0.44988;0.44988;0.44988;0.44988;0.44988;
0.548813;0.548813;0.548813;0.548813;0.548813;
0.599382;0.599382;0.599382;0.599382;0.599382;
0.687573;0.687573;0.687573;0.687573;0.687573;
0.669586;0.669586;0.669586;0.669586;0.669586;
0.763615;0.763615;0.763615;0.763615;0.763615;
0.749502;0.749502;0.749502;0.749502;0.749502;
0.682426;0.682426;0.682426;0.682426;0.682426;
0.711222;0.711222;0.711222;0.711222;0.711222;
0.734676;0.734676;0.734676;0.734676;0.734676;
0.676488;0.676488;0.676488;0.676488;0.676488;
0.633089;0.633089;0.633089;0.633089;0.633089;
0.651009;0.651009;0.651009;0.651009;0.651009;
0.740566;0.740566;0.740566;0.740566;0.740566;
0.82811;0.82811;0.82811;0.82811;0.82811;
0.796289;0.796289;0.796289;0.796289;0.796289;
0.78526;0.78526;0.78526;0.78526;0.78526;
0.750754;0.750754;0.750754;0.750754;0.750754;
0.683873;0.683873;0.683873;0.683873;0.683873;
0.719538;0.719538;0.719538;0.719538;0.719538;
0.651516;0.651516;0.651516;0.651516;0.651516;
0.63079;0.63079;0.63079;0.63079;0.63079;
0.730586;0.730586;0.730586;0.730586;0.730586;
0.75552;0.75552;0.75552;0.75552;0.75552;
0.790744;0.790744;0.790744;0.790744;0.790744;
0.870166;0.870166;0.870166;0.870166;0.870166;
0.898857;0.898857;0.898857;0.898857;0.898857;
0.834774;0.834774;0.834774;0.834774;0.834774;
0.890222;0.890222;0.890222;0.890222;0.890222;
0.91489;0.91489;0.91489;0.91489;0.91489;
0.936762;0.936762;0.936762;0.936762;0.936762;
0.877117;0.877117;0.877117;0.877117;0.877117;
0.801314;0.801314;0.801314;0.801314;0.801314;
0.730946;0.730946;0.730946;0.730946;0.730946;
0.807308;0.807308;0.807308;0.807308;0.807308;
0.799311;0.799311;0.799311;0.799311;0.799311;
0.863831;0.863831;0.863831;0.863831;0.863831;
0.795282;0.795282;0.795282;0.795282;0.795282;
0.864834;0.864834;0.864834;0.864834;0.864834;
0.868505;0.868505;0.868505;0.868505;0.868505;
0.953402;0.953402;0.953402;0.953402;0.953402;
0.865896;0.865896;0.865896;0.865896;0.865896;
0.833691;0.833691;0.833691;0.833691;0.833691;
0.792938;0.792938;0.792938;0.792938;0.792938;
0.740569;0.740569;0.740569;0.740569;0.740569;
0.67956;0.67956;0.67956;0.67956;0.67956;
0.720671;0.720671;0.720671;0.720671;0.720671;
0.681662;0.681662;0.681662;0.681662;0.681662;
0.718676;0.718676;0.718676;0.718676;0.718676;
0.669627;0.669627;0.669627;0.669627;0.669627;
0.656949;0.656949;0.656949;0.656949;0.656949;
0.610502;0.610502;0.610502;0.610502;0.610502;
0.561256;0.561256;0.561256;0.561256;0.561256;
0.619065;0.619065;0.619065;0.619065;0.619065;
0.689543;0.689543;0.689543;0.689543;0.689543;
0.778293;0.778293;0.778293;0.778293;0.778293;
0.762413;0.762413;0.762413;0.762413;0.762413;
0.797664;0.797664;0.797664;0.797664;0.797664;
0.771151;0.771151;0.771151;0.771151;0.771151;
0.85391;0.85391;0.85391;0.85391;0.85391;
0.930417;0.930417;0.930417;0.930417;0.930417;
0.895244;0.895244;0.895244;0.895244;0.895244;
0.961334;0.961334;0.961334;0.961334;0.961334;
0.923147;0.923147;0.923147;0.923147;0.923147;
1.00534;1.00534;1.00534;1.00534;1.00534;
0.973857;0.973857;0.973857;0.973857;0.973857;
1.02222;1.02222;1.02222;1.02222;1.02222;
0.94048;0.94048;0.94048;0.94048;0.94048;
0.866385;0.866385;0.866385;0.866385;0.866385;
0.952792;0.952792;0.952792;0.952792;0.952792;
1.01667;1.01667;1.01667;1.01667;1.01667;
0.961695;0.961695;0.961695;0.961695;0.961695;
0.876506;0.876506;0.876506;0.876506;0.876506;
0.818499;0.818499;0.818499;0.818499;0.818499;
0.851422;0.851422;0.851422;0.851422;0.851422;
0.809424;0.809424;0.809424;0.809424;0.809424;
0.810099;0.810099;0.810099;0.810099;0.810099;
0.742824;0.742824;0.742824;0.742824;0.742824;
0.701516;0.701516;0.701516;0.701516;0.701516;
0.764653;0.764653;0.764653;0.764653;0.764653;
0.838135;0.838135;0.838135;0.838135;0.838135;
0.866517;0.866517;0.866517;0.866517;0.866517;
0.951392;0.951392;0.951392;0.951392;0.951392;
0.993773;0.993773;0.993773;0.993773;0.993773;
0.978468;0.978468;0.978468;0.978468;0.978468;
0.903674;0.903674;0.903674;0.903674;0.903674;
0.830799;0.830799;0.830799;0.830799;0.830799;
0.850743;0.850743;0.850743;0.850743;0.850743;
0.932231;0.932231;0.932231;0.932231;0.932231;
0.94727;0.94727;0.94727;0.94727;0.94727;
0.898289;0.898289;0.898289;0.898289;0.898289;
0.913171;0.913171;0.913171;0.913171;0.913171;
0.886095;0.886095;0.886095;0.886095;0.886095;
0.896651;0.896651;0.896651;0.896651;0.896651;
0.904595;0.904595;0.904595;0.904595;0.904595;
0.874905;0.874905;0.874905;0.874905;0.874905;
0.826075;0.826075;0.826075;0.826075;0.826075;
0.759312;0.759312;0.759312;0.759312;0.759312;
0.709217;0.709217;0.709217;0.709217;0.709217;
0.792989;0.792989;0.792989;0.792989;0.792989;
0.801486;0.801486;0.801486;0.801486;0.801486;
0.895741;0.895741;0.895741;0.895741;0.895741;
0.931413;0.931413;0.931413;0.931413;0.931413;
0.934852;0.934852;0.934852;0.934852;0.934852;
0.926708;0.926708;0.926708;0.926708;0.926708;
0.866476;0.866476;0.866476;0.866476;0.866476;
0.90935;0.90935;0.90935;0.90935;0.90935;
0.823154;0.823154;0.823154;0.823154;0.823154;
0.914506;0.914506;0.914506;0.914506;0.914506;
0.927923;0.927923;0.927923;0.927923;0.927923;
0.999522;0.999522;0.999522;0.999522;0.999522;
0.958851;0.958851;0.958851;0.958851;0.958851;
1.0201;1.0201;1.0201;1.0201;1.0201;
0.979623;0.979623;0.979623;0.979623;0.979623;
1.03146;1.03146;1.03146;1.03146;1.03146;
1.07606;1.07606;1.07606;1.07606;1.07606;
1.13257;1.13257;1.13257;1.13257;1.13257;
1.06375;1.06375;1.06375;1.06375;1.06375;
1.0483;1.0483;1.0483;1.0483;1.0483;
0.951599;0.951599;0.951599;0.951599;0.951599;
0.955205;0.955205;0.955205;0.955205;0.955205;
0.872982;0.872982;0.872982;0.872982;0.872982;
0.801346;0.801346;0.801346;0.801346;0.801346;
0.883747;0.883747;0.883747;0.883747;0.883747;
0.852145;0.852145;0.852145;0.852145;0.852145;
0.868627;0.868627;0.868627;0.868627;0.868627;
0.863868;0.863868;0.863868;0.863868;0.863868;
0.885149;0.885149;0.885149;0.885149;0.885149;
0.896231;0.896231;0.896231;0.896231;0.896231;
0.888703;0.888703;0.888703;0.888703;0.888703;
0.820355;0.820355;0.820355;0.820355;0.820355;
0.78563;0.78563;0.78563;0.78563;0.78563;
0.858713;0.858713;0.858713;0.858713;0.858713;
0.930154;0.930154;0.930154;0.930154;0.930154;
0.935021;0.935021;0.935021;0.935021;0.935021;
0.966567;0.966567;0.966567;0.966567;0.966567;
0.909966;0.909966;0.909966;0.909966;0.909966;
0.897772;0.897772;0.897772;0.897772;0.897772;
0.913131;0.913131;0.913131;0.913131;0.913131;
0.983447;0.983447;0.983447;0.983447;0.983447;
1.00455;1.00455;1.00455;1.00455;1.00455;
1.07853;1.07853;1.07853;1.07853;1.07853;
0.97716;0.97716;0.97716;0.97716;0.97716;
0.956961;0.956961;0.956961;0.956961;0.956961;
0.873941;0.873941;0.873941;0.873941;0.873941;
0.832488;0.832488;0.832488;0.832488;0.832488;
0.879788;0.879788;0.879788;0.879788;0.879788;
0.96033;0.96033;0.96033;0.96033;0.96033;
1.02121;1.02121;1.02121;1.02121;1.02121;
0.966449;0.966449;0.966449;0.966449;0.966449;
1.0006;1.0006;1.0006;1.0006;1.0006;
0.974049;0.974049;0.974049;0.974049;0.974049;
0.941468;0.941468;0.941468;0.941468;0.941468;
0.997521;0.997521;0.997521;0.997521;0.997521;
