Radial_Velocity;Radial_Demodulation;Axial_Acceleration;Axial_Velocity;Axial_Demodulation;Radial_Acceleration
0.022666;0.006680;0.001969;0.022666;0.006680;0.001969
0.021849;0.006438;0.001897;0.021849;0.006438;0.001897
0.027373;0.008065;0.002376;0.027373;0.008065;0.002376
0.029589;0.008716;0.002568;0.029589;0.008716;0.002568
0.027660;0.008146;0.002399;0.027660;0.008146;0.002399
0.026335;0.007755;0.002284;0.026335;0.007755;0.002284
0.028291;0.008329;0.002452;0.028291;0.008329;0.002452
0.030565;0.008997;0.002648;0.030565;0.008997;0.002648
0.021971;0.006466;0.001903;0.021971;0.006466;0.001903
0.018194;0.005354;0.001575;0.018194;0.005354;0.001575
0.015266;0.004491;0.001321;0.015266;0.004491;0.001321
0.011092;0.003263;0.000960;0.011092;0.003263;0.000960
0.010981;0.003229;0.000950;0.010981;0.003229;0.000950
0.011914;0.003503;0.001030;0.011914;0.003503;0.001030
0.018707;0.005500;0.001617;0.018707;0.005500;0.001617
0.022321;0.006561;0.001928;0.022321;0.006561;0.001928
0.021637;0.006359;0.001869;0.021637;0.006359;0.001869
0.022309;0.006555;0.001926;0.022309;0.006555;0.001926
0.023833;0.007001;0.002057;0.023833;0.007001;0.002057
0.026204;0.007697;0.002261;0.026204;0.007697;0.002261
0.027315;0.008022;0.002356;0.027315;0.008022;0.002356
0.025864;0.007594;0.002230;0.025864;0.007594;0.002230
0.025349;0.007442;0.002185;0.025349;0.007442;0.002185
0.025919;0.007607;0.002233;0.025919;0.007607;0.002233
0.024531;0.007199;0.002113;0.024531;0.007199;0.002113
0.021759;0.006384;0.001873;0.021759;0.006384;0.001873
0.022520;0.006606;0.001938;0.022520;0.006606;0.001938
0.029005;0.008507;0.002495;0.029005;0.008507;0.002495
0.035586;0.010435;0.003060;0.035586;0.010435;0.003060
0.038007;0.011144;0.003267;0.038007;0.011144;0.003267
0.038503;0.011287;0.003309;0.038503;0.011287;0.003309
0.042757;0.012532;0.003673;0.042757;0.012532;0.003673
0.048139;0.014107;0.004134;0.048139;0.014107;0.004134
0.049972;0.014641;0.004290;0.049972;0.014641;0.004290
0.051458;0.015074;0.004416;0.051458;0.015074;0.004416
0.049622;0.014533;0.004256;0.049622;0.014533;0.004256
0.045907;0.013443;0.003936;0.045907;0.013443;0.003936
0.043589;0.012762;0.003736;0.043589;0.012762;0.003736
0.043069;0.012607;0.003690;0.043069;0.012607;0.003690
0.039030;0.011423;0.003343;0.039030;0.011423;0.003343
0.027345;0.008002;0.002341;0.027345;0.008002;0.002341
0.026670;0.007803;0.002283;0.026670;0.007803;0.002283
0.032509;0.009509;0.002782;0.032509;0.009509;0.002782
0.042085;0.012308;0.003600;0.042085;0.012308;0.003600
0.040143;0.011738;0.003432;0.040143;0.011738;0.003432
0.034951;0.010218;0.002987;0.034951;0.010218;0.002987
0.030630;0.008953;0.002617;0.030630;0.008953;0.002617
0.021554;0.006299;0.001841;0.021554;0.006299;0.001841
0.021621;0.006318;0.001846;0.021621;0.006318;0.001846
0.022238;0.006497;0.001898;0.022238;0.006497;0.001898
0.019376;0.005660;0.001653;0.019376;0.005660;0.001653
0.014509;0.004237;0.001237;0.014509;0.004237;0.001237
0.014830;0.004330;0.001264;0.014830;0.004330;0.001264
0.018097;0.005283;0.001542;0.018097;0.005283;0.001542
0.024901;0.007268;0.002121;0.024901;0.007268;0.002121
0.033079;0.009653;0.002817;0.033079;0.009653;0.002817
0.030759;0.008975;0.002619;0.030759;0.008975;0.002619
0.023434;0.006836;0.001994;0.023434;0.006836;0.001994
0.013293;0.003877;0.001131;0.013293;0.003877;0.001131
0.005216;0.001521;0.000444;0.005216;0.001521;0.000444
0.006808;0.001985;0.000579;0.006808;0.001985;0.000579
0.013762;0.004012;0.001169;0.013762;0.004012;0.001169
0.018177;0.005298;0.001544;0.018177;0.005298;0.001544
0.018150;0.005289;0.001541;0.018150;0.005289;0.001541
0.019581;0.005705;0.001662;0.019581;0.005705;0.001662
0.019943;0.005810;0.001692;0.019943;0.005810;0.001692
0.016737;0.004875;0.001420;0.016737;0.004875;0.001420
0.016181;0.004712;0.001372;0.016181;0.004712;0.001372
0.021413;0.006234;0.001815;0.021413;0.006234;0.001815
0.030615;0.008912;0.002594;0.030615;0.008912;0.002594
0.035432;0.010312;0.003001;0.035432;0.010312;0.003001
0.033973;0.009886;0.002877;0.033973;0.009886;0.002877
0.028697;0.008349;0.002429;0.028697;0.008349;0.002429
0.026880;0.007819;0.002274;0.026880;0.007819;0.002274
0.035670;0.010374;0.003017;0.035670;0.010374;0.003017
0.039039;0.011352;0.003301;0.039039;0.011352;0.003301
0.039838;0.011582;0.003367;0.039838;0.011582;0.003367
0.036961;0.010744;0.003123;0.036961;0.010744;0.003123
0.029415;0.008549;0.002485;0.029415;0.008549;0.002485
0.020361;0.005917;0.001719;0.020361;0.005917;0.001719
0.015860;0.004608;0.001339;0.015860;0.004608;0.001339
0.022748;0.006608;0.001919;0.022748;0.006608;0.001919
0.027632;0.008025;0.002331;0.027632;0.008025;0.002331
0.025356;0.007363;0.002138;0.025356;0.007363;0.002138
0.022508;0.006534;0.001897;0.022508;0.006534;0.001897
0.018534;0.005380;0.001562;0.018534;0.005380;0.001562
0.019390;0.005627;0.001633;0.019390;0.005627;0.001633
0.018022;0.005229;0.001517;0.018022;0.005229;0.001517
0.015194;0.004408;0.001279;0.015194;0.004408;0.001279
0.022558;0.006543;0.001898;0.022558;0.006543;0.001898
0.020537;0.005956;0.001727;0.020537;0.005956;0.001727
0.017738;0.005143;0.001491;0.017738;0.005143;0.001491
0.014786;0.004287;0.001243;0.014786;0.004287;0.001243
0.009226;0.002674;0.000775;0.009226;0.002674;0.000775
0.006754;0.001957;0.000567;0.006754;0.001957;0.000567
0.008936;0.002589;0.000750;0.008936;0.002589;0.000750
0.010726;0.003107;0.000900;0.010726;0.003107;0.000900
0.014900;0.004316;0.001250;0.014900;0.004316;0.001250
0.013412;0.003884;0.001125;0.013412;0.003884;0.001125
0.020651;0.005979;0.001731;0.020651;0.005979;0.001731
0.029683;0.008593;0.002488;0.029683;0.008593;0.002488
0.023509;0.006805;0.001970;0.023509;0.006805;0.001970
0.027418;0.007934;0.002296;0.027418;0.007934;0.002296
0.034623;0.010018;0.002899;0.034623;0.010018;0.002899
0.038549;0.011152;0.003226;0.038549;0.011152;0.003226
0.040847;0.011814;0.003417;0.040847;0.011814;0.003417
0.037211;0.010761;0.003112;0.037211;0.010761;0.003112
0.032981;0.009536;0.002757;0.032981;0.009536;0.002757
0.032330;0.009346;0.002702;0.032330;0.009346;0.002702
0.034880;0.010081;0.002914;0.034880;0.010081;0.002914
0.033451;0.009667;0.002794;0.033451;0.009667;0.002794
0.027323;0.007894;0.002281;0.027323;0.007894;0.002281
0.023379;0.006754;0.001951;0.023379;0.006754;0.001951
0.019075;0.005510;0.001591;0.019075;0.005510;0.001591
0.018506;0.005344;0.001543;0.018506;0.005344;0.001543
0.022457;0.006484;0.001872;0.022457;0.006484;0.001872
0.026554;0.007665;0.002213;0.026554;0.007665;0.002213
0.031884;0.009202;0.002656;0.031884;0.009202;0.002656
0.028428;0.008203;0.002367;0.028428;0.008203;0.002367
0.026082;0.007525;0.002171;0.026082;0.007525;0.002171
0.027423;0.007911;0.002282;0.027423;0.007911;0.002282
0.032351;0.009331;0.002691;0.032351;0.009331;0.002691
0.037609;0.010845;0.003127;0.037609;0.010845;0.003127
0.031207;0.008997;0.002594;0.031207;0.008997;0.002594
0.028020;0.008077;0.002328;0.028020;0.008077;0.002328
0.025076;0.007227;0.002083;0.025076;0.007227;0.002083
0.024960;0.007193;0.002073;0.024960;0.007193;0.002073
0.023594;0.006798;0.001958;0.023594;0.006798;0.001958
0.013564;0.003907;0.001126;0.013564;0.003907;0.001126
0.012387;0.003568;0.001028;0.012387;0.003568;0.001028
0.010513;0.003027;0.000872;0.010513;0.003027;0.000872
0.013083;0.003767;0.001084;0.013083;0.003767;0.001084
0.008239;0.002372;0.000683;0.008239;0.002372;0.000683
0.018741;0.005394;0.001552;0.018741;0.005394;0.001552
0.020972;0.006035;0.001737;0.020972;0.006035;0.001737
0.023446;0.006745;0.001941;0.023446;0.006745;0.001941
0.026822;0.007715;0.002219;0.026822;0.007715;0.002219
0.023219;0.006678;0.001921;0.023219;0.006678;0.001921
0.023089;0.006639;0.001909;0.023089;0.006639;0.001909
0.021674;0.006231;0.001792;0.021674;0.006231;0.001792
0.018115;0.005207;0.001497;0.018115;0.005207;0.001497
0.018315;0.005264;0.001513;0.018315;0.005264;0.001513
0.019250;0.005531;0.001589;0.019250;0.005531;0.001589
0.018198;0.005228;0.001502;0.018198;0.005228;0.001502
0.016886;0.004850;0.001393;0.016886;0.004850;0.001393
0.021954;0.006305;0.001811;0.021954;0.006305;0.001811
0.022443;0.006445;0.001851;0.022443;0.006445;0.001851
0.025181;0.007229;0.002075;0.025181;0.007229;0.002075
0.032373;0.009292;0.002667;0.032373;0.009292;0.002667
0.031868;0.009146;0.002625;0.031868;0.009146;0.002625
0.027364;0.007852;0.002253;0.027364;0.007852;0.002253
0.025953;0.007446;0.002136;0.025953;0.007446;0.002136
0.027434;0.007869;0.002257;0.027434;0.007869;0.002257
0.028267;0.008107;0.002325;0.028267;0.008107;0.002325
0.030200;0.008660;0.002483;0.030200;0.008660;0.002483
0.033422;0.009582;0.002747;0.033422;0.009582;0.002747
0.034416;0.009865;0.002828;0.034416;0.009865;0.002828
0.037336;0.010700;0.003066;0.037336;0.010700;0.003066
0.040600;0.011633;0.003333;0.040600;0.011633;0.003333
0.039347;0.011272;0.003229;0.039347;0.011272;0.003229
0.038081;0.010908;0.003124;0.038081;0.010908;0.003124
0.035994;0.010308;0.002952;0.035994;0.010308;0.002952
0.032005;0.009164;0.002624;0.032005;0.009164;0.002624
0.027671;0.007922;0.002268;0.027671;0.007922;0.002268
0.029699;0.008501;0.002433;0.029699;0.008501;0.002433
0.033028;0.009452;0.002705;0.033028;0.009452;0.002705
0.027321;0.007818;0.002237;0.027321;0.007818;0.002237
0.022692;0.006492;0.001857;0.022692;0.006492;0.001857
0.018513;0.005295;0.001515;0.018513;0.005295;0.001515
0.013481;0.003855;0.001103;0.013481;0.003855;0.001103
0.010603;0.003032;0.000867;0.010603;0.003032;0.000867
0.005990;0.001712;0.000490;0.005990;0.001712;0.000490
0.003808;0.001088;0.000311;0.003808;0.001088;0.000311
0.007123;0.002036;0.000582;0.007123;0.002036;0.000582
0.006187;0.001768;0.000505;0.006187;0.001768;0.000505
0.002443;0.000698;0.000199;0.002443;0.000698;0.000199
0.012813;0.003660;0.001045;0.012813;0.003660;0.001045
0.019751;0.005641;0.001611;0.019751;0.005641;0.001611
0.021256;0.006069;0.001733;0.021256;0.006069;0.001733
0.016853;0.004811;0.001374;0.016853;0.004811;0.001374
0.018405;0.005253;0.001500;0.018405;0.005253;0.001500
0.020157;0.005753;0.001642;0.020157;0.005753;0.001642
0.024003;0.006849;0.001954;0.024003;0.006849;0.001954
0.026599;0.007588;0.002165;0.026599;0.007588;0.002165
0.017922;0.005112;0.001458;0.017922;0.005112;0.001458
0.014351;0.004093;0.001167;0.014351;0.004093;0.001167
0.013595;0.003876;0.001105;0.013595;0.003876;0.001105
0.016843;0.004802;0.001369;0.016843;0.004802;0.001369
0.015592;0.004444;0.001267;0.015592;0.004444;0.001267
0.015976;0.004553;0.001297;0.015976;0.004553;0.001297
0.013252;0.003776;0.001076;0.013252;0.003776;0.001076
0.012089;0.003444;0.000981;0.012089;0.003444;0.000981
0.013101;0.003732;0.001063;0.013101;0.003732;0.001063
0.012618;0.003594;0.001023;0.012618;0.003594;0.001023
0.013373;0.003808;0.001084;0.013373;0.003808;0.001084
0.014993;0.004268;0.001215;0.014993;0.004268;0.001215
0.014367;0.004089;0.001164;0.014367;0.004089;0.001164
0.013805;0.003929;0.001118;0.013805;0.003929;0.001118
0.013911;0.003958;0.001126;0.013911;0.003958;0.001126
0.018495;0.005261;0.001497;0.018495;0.005261;0.001497
0.028727;0.008171;0.002324;0.028727;0.008171;0.002324
0.032050;0.009115;0.002592;0.032050;0.009115;0.002592
0.021740;0.006182;0.001758;0.021740;0.006182;0.001758
0.013142;0.003736;0.001062;0.013142;0.003736;0.001062
0.017973;0.005109;0.001452;0.017973;0.005109;0.001452
0.022102;0.006281;0.001785;0.022102;0.006281;0.001785
0.018792;0.005340;0.001517;0.018792;0.005340;0.001517
0.010690;0.003037;0.000863;0.010690;0.003037;0.000863
0.009785;0.002779;0.000789;0.009785;0.002779;0.000789
0.018547;0.005267;0.001496;0.018547;0.005267;0.001496
0.018261;0.005185;0.001472;0.018261;0.005185;0.001472
0.010427;0.002960;0.000840;0.010427;0.002960;0.000840
0.011013;0.003126;0.000887;0.011013;0.003126;0.000887
0.007832;0.002223;0.000631;0.007832;0.002223;0.000631
0.014874;0.004220;0.001197;0.014874;0.004220;0.001197
0.014445;0.004098;0.001163;0.014445;0.004098;0.001163
0.017981;0.005100;0.001447;0.017981;0.005100;0.001447
0.020084;0.005696;0.001615;0.020084;0.005696;0.001615
0.025718;0.007292;0.002068;0.025718;0.007292;0.002068
0.028064;0.007956;0.002255;0.028064;0.007956;0.002255
0.031806;0.009015;0.002555;0.031806;0.009015;0.002555
0.035559;0.010077;0.002856;0.035559;0.010077;0.002856
0.030648;0.008684;0.002461;0.030648;0.008684;0.002461
0.023847;0.006756;0.001914;0.023847;0.006756;0.001914
0.020570;0.005826;0.001650;0.020570;0.005826;0.001650
0.032906;0.009319;0.002639;0.032906;0.009319;0.002639
0.035334;0.010005;0.002833;0.035334;0.010005;0.002833
0.022001;0.006229;0.001763;0.022001;0.006229;0.001763
0.012277;0.003475;0.000984;0.012277;0.003475;0.000984
0.009009;0.002550;0.000722;0.009009;0.002550;0.000722
0.018030;0.005102;0.001443;0.018030;0.005102;0.001443
0.020063;0.005676;0.001606;0.020063;0.005676;0.001606
0.015913;0.004501;0.001273;0.015913;0.004501;0.001273
0.019659;0.005560;0.001572;0.019659;0.005560;0.001572
0.022895;0.006474;0.001830;0.022895;0.006474;0.001830
0.019558;0.005529;0.001563;0.019558;0.005529;0.001563
0.007518;0.002125;0.000601;0.007518;0.002125;0.000601
0.004295;0.001214;0.000343;0.004295;0.001214;0.000343
0.009253;0.002614;0.000739;0.009253;0.002614;0.000739
0.011234;0.003174;0.000897;0.011234;0.003174;0.000897
0.013932;0.003935;0.001111;0.013932;0.003935;0.001111
0.010994;0.003105;0.000877;0.010994;0.003105;0.000877
0.007086;0.002001;0.000565;0.007086;0.002001;0.000565
0.005584;0.001576;0.000445;0.005584;0.001576;0.000445
0.008221;0.002320;0.000655;0.008221;0.002320;0.000655
0.016956;0.004785;0.001350;0.016956;0.004785;0.001350
0.020465;0.005775;0.001629;0.020465;0.005775;0.001629
0.028262;0.007973;0.002249;0.028262;0.007973;0.002249
0.042245;0.011916;0.003361;0.042245;0.011916;0.003361
0.042836;0.012081;0.003407;0.042836;0.012081;0.003407
0.034162;0.009633;0.002716;0.034162;0.009633;0.002716
0.022242;0.006271;0.001768;0.022242;0.006271;0.001768
0.015476;0.004362;0.001230;0.015476;0.004362;0.001230
0.022545;0.006354;0.001791;0.022545;0.006354;0.001791
0.034569;0.009741;0.002745;0.034569;0.009741;0.002745
0.046268;0.013035;0.003672;0.046268;0.013035;0.003672
0.049593;0.013969;0.003935;0.049593;0.013969;0.003935
0.047385;0.013345;0.003758;0.047385;0.013345;0.003758
0.039589;0.011148;0.003139;0.039589;0.011148;0.003139
0.027595;0.007769;0.002187;0.027595;0.007769;0.002187
0.013417;0.003777;0.001063;0.013417;0.003777;0.001063
0.012676;0.003567;0.001004;0.012676;0.003567;0.001004
0.007525;0.002118;0.000596;0.007525;0.002118;0.000596
0.018379;0.005171;0.001455;0.018379;0.005171;0.001455
0.027433;0.007717;0.002171;0.027433;0.007717;0.002171
0.024828;0.006983;0.001964;0.024828;0.006983;0.001964
0.037826;0.010636;0.002991;0.037826;0.010636;0.002991
0.052625;0.014795;0.004160;0.052625;0.014795;0.004160
0.047183;0.013263;0.003728;0.047183;0.013263;0.003728
0.037077;0.010420;0.002929;0.037077;0.010420;0.002929
0.042838;0.012038;0.003383;0.042838;0.012038;0.003383
0.044830;0.012595;0.003539;0.044830;0.012595;0.003539
0.050617;0.014218;0.003994;0.050617;0.014218;0.003994
0.073128;0.020538;0.005768;0.073128;0.020538;0.005768
0.081519;0.022891;0.006428;0.081519;0.022891;0.006428
0.077767;0.021834;0.006130;0.077767;0.021834;0.006130
0.074174;0.020821;0.005845;0.074174;0.020821;0.005845
0.073117;0.020521;0.005759;0.073117;0.020521;0.005759
0.078582;0.022051;0.006188;0.078582;0.022051;0.006188
0.090108;0.025281;0.007093;0.090108;0.025281;0.007093
0.084667;0.023751;0.006662;0.084667;0.023751;0.006662
0.063024;0.017677;0.004958;0.063024;0.017677;0.004958
0.045509;0.012762;0.003579;0.045509;0.012762;0.003579
0.040230;0.011279;0.003162;0.040230;0.011279;0.003162
0.050270;0.014092;0.003950;0.050270;0.014092;0.003950
0.055066;0.015434;0.004326;0.055066;0.015434;0.004326
0.040364;0.011311;0.003170;0.040364;0.011311;0.003170
0.028983;0.008120;0.002275;0.028983;0.008120;0.002275
0.036189;0.010137;0.002840;0.036189;0.010137;0.002840
0.050232;0.014069;0.003940;0.050232;0.014069;0.003940
0.053125;0.014877;0.004166;0.053125;0.014877;0.004166
0.050156;0.014043;0.003932;0.050156;0.014043;0.003932
0.060381;0.016903;0.004732;0.060381;0.016903;0.004732
0.069226;0.019376;0.005423;0.069226;0.019376;0.005423
0.060715;0.016991;0.004755;0.060715;0.016991;0.004755
0.045756;0.012802;0.003582;0.045756;0.012802;0.003582
0.037008;0.010353;0.002896;0.037008;0.010353;0.002896
0.035943;0.010053;0.002812;0.035943;0.010053;0.002812
0.048434;0.013544;0.003788;0.048434;0.013544;0.003788
0.061402;0.017168;0.004800;0.061402;0.017168;0.004800
0.056047;0.015668;0.004380;0.056047;0.015668;0.004380
0.055007;0.015375;0.004297;0.055007;0.015375;0.004297
0.059321;0.016578;0.004633;0.059321;0.016578;0.004633
0.060471;0.016896;0.004721;0.060471;0.016896;0.004721
0.067256;0.018789;0.005249;0.067256;0.018789;0.005249
0.060673;0.016947;0.004733;0.060673;0.016947;0.004733
0.049147;0.013725;0.003833;0.049147;0.013725;0.003833
0.059777;0.016691;0.004660;0.059777;0.016691;0.004660
0.061724;0.017231;0.004810;0.061724;0.017231;0.004810
0.050537;0.014106;0.003937;0.050537;0.014106;0.003937
0.050060;0.013970;0.003899;0.050060;0.013970;0.003899
0.029330;0.008184;0.002283;0.029330;0.008184;0.002283
0.014851;0.004143;0.001156;0.014851;0.004143;0.001156
0.015213;0.004243;0.001184;0.015213;0.004243;0.001184
0.035056;0.009776;0.002726;0.035056;0.009776;0.002726
0.045817;0.012775;0.003562;0.045817;0.012775;0.003562
0.042773;0.011924;0.003324;0.042773;0.011924;0.003324
0.038346;0.010689;0.002979;0.038346;0.010689;0.002979
0.021605;0.006021;0.001678;0.021605;0.006021;0.001678
0.017217;0.004797;0.001337;0.017217;0.004797;0.001337
0.031882;0.008882;0.002474;0.031882;0.008882;0.002474
0.034551;0.009624;0.002681;0.034551;0.009624;0.002681
0.037644;0.010484;0.002920;0.037644;0.010484;0.002920
0.036736;0.010229;0.002848;0.036736;0.010229;0.002848
0.036023;0.010029;0.002792;0.036023;0.010029;0.002792
0.038057;0.010594;0.002949;0.038057;0.010594;0.002949
0.038780;0.010793;0.003004;0.038780;0.010793;0.003004
0.043360;0.012065;0.003357;0.043360;0.012065;0.003357
0.038566;0.010730;0.002985;0.038566;0.010730;0.002985
0.037967;0.010561;0.002938;0.037967;0.010561;0.002938
0.048305;0.013434;0.003736;0.048305;0.013434;0.003736
0.060547;0.016836;0.004682;0.060547;0.016836;0.004682
0.074109;0.020604;0.005728;0.074109;0.020604;0.005728
0.087600;0.024351;0.006769;0.087600;0.024351;0.006769
0.098541;0.027387;0.007612;0.098541;0.027387;0.007612
0.099949;0.027774;0.007718;0.099949;0.027774;0.007718
0.087346;0.024268;0.006743;0.087346;0.024268;0.006743
0.063556;0.017655;0.004905;0.063556;0.017655;0.004905
0.042704;0.011861;0.003294;0.042704;0.011861;0.003294
0.046513;0.012916;0.003587;0.046513;0.012916;0.003587
0.059291;0.016462;0.004571;0.059291;0.016462;0.004571
0.063101;0.017517;0.004863;0.063101;0.017517;0.004863
0.065861;0.018280;0.005074;0.065861;0.018280;0.005074
0.072939;0.020241;0.005617;0.072939;0.020241;0.005617
0.086974;0.024131;0.006695;0.086974;0.024131;0.006695
0.090831;0.025197;0.006990;0.090831;0.025197;0.006990
0.087544;0.024281;0.006735;0.087544;0.024281;0.006735
0.091641;0.025413;0.007048;0.091641;0.025413;0.007048
0.071787;0.019904;0.005519;0.071787;0.019904;0.005519
0.036517;0.010123;0.002806;0.036517;0.010123;0.002806
0.011538;0.003198;0.000886;0.011538;0.003198;0.000886
0.016734;0.004637;0.001285;0.016734;0.004637;0.001285
0.023423;0.006490;0.001798;0.023423;0.006490;0.001798
0.007653;0.002120;0.000587;0.007653;0.002120;0.000587
0.018762;0.005197;0.001439;0.018762;0.005197;0.001439
0.031326;0.008675;0.002403;0.031326;0.008675;0.002403
0.033823;0.009365;0.002593;0.033823;0.009365;0.002593
0.048210;0.013347;0.003695;0.048210;0.013347;0.003695
0.045756;0.012665;0.003506;0.045756;0.012665;0.003506
0.026815;0.007421;0.002054;0.026815;0.007421;0.002054
0.038542;0.010664;0.002951;0.038542;0.010664;0.002951
0.058515;0.016188;0.004479;0.058515;0.016188;0.004479
0.050435;0.013951;0.003859;0.050435;0.013951;0.003859
0.029152;0.008063;0.002230;0.029152;0.008063;0.002230
0.029802;0.008241;0.002279;0.029802;0.008241;0.002279
0.051372;0.014202;0.003926;0.051372;0.014202;0.003926
0.058091;0.016057;0.004439;0.058091;0.016057;0.004439
0.043012;0.011888;0.003285;0.043012;0.011888;0.003285
0.024061;0.006649;0.001837;0.024061;0.006649;0.001837
0.018726;0.005173;0.001429;0.018726;0.005173;0.001429
0.031624;0.008735;0.002413;0.031624;0.008735;0.002413
0.044750;0.012359;0.003413;0.044750;0.012359;0.003413
0.055795;0.015407;0.004254;0.055795;0.015407;0.004254
0.056397;0.015571;0.004299;0.056397;0.015571;0.004299
0.039055;0.010781;0.002976;0.039055;0.010781;0.002976
0.020357;0.005619;0.001551;0.020357;0.005619;0.001551
0.022999;0.006346;0.001751;0.022999;0.006346;0.001751
0.035566;0.009813;0.002707;0.035566;0.009813;0.002707
0.034477;0.009511;0.002624;0.034477;0.009511;0.002624
0.031009;0.008553;0.002359;0.031009;0.008553;0.002359
0.034160;0.009420;0.002598;0.034160;0.009420;0.002598
0.035501;0.009788;0.002699;0.035501;0.009788;0.002699
0.043630;0.012027;0.003316;0.043630;0.012027;0.003316
0.058014;0.015990;0.004407;0.058014;0.015990;0.004407
0.064457;0.017763;0.004895;0.064457;0.017763;0.004895
0.058958;0.016245;0.004476;0.058958;0.016245;0.004476
0.046804;0.012894;0.003552;0.046804;0.012894;0.003552
0.038074;0.010487;0.002889;0.038074;0.010487;0.002889
0.030083;0.008285;0.002282;0.030083;0.008285;0.002282
0.014533;0.004002;0.001102;0.014533;0.004002;0.001102
0.013260;0.003650;0.001005;0.013260;0.003650;0.001005
0.020652;0.005685;0.001565;0.020652;0.005685;0.001565
0.026755;0.007363;0.002026;0.026755;0.007363;0.002026
0.037696;0.010372;0.002854;0.037696;0.010372;0.002854
0.033370;0.009181;0.002526;0.033370;0.009181;0.002526
0.017456;0.004802;0.001321;0.017456;0.004802;0.001321
0.014457;0.003976;0.001093;0.014457;0.003976;0.001093
0.011982;0.003295;0.000906;0.011982;0.003295;0.000906
0.018985;0.005219;0.001435;0.018985;0.005219;0.001435
0.023639;0.006498;0.001786;0.023639;0.006498;0.001786
0.019397;0.005331;0.001465;0.019397;0.005331;0.001465
0.030250;0.008312;0.002284;0.030250;0.008312;0.002284
0.026032;0.007152;0.001965;0.026032;0.007152;0.001965
0.026663;0.007324;0.002012;0.026663;0.007324;0.002012
0.038962;0.010701;0.002939;0.038962;0.010701;0.002939
0.038760;0.010644;0.002923;0.038760;0.010644;0.002923
0.033589;0.009222;0.002532;0.033589;0.009222;0.002532
0.031360;0.008609;0.002363;0.031360;0.008609;0.002363
0.026234;0.007200;0.001976;0.026234;0.007200;0.001976
0.021583;0.005923;0.001625;0.021583;0.005923;0.001625
0.009812;0.002692;0.000739;0.009812;0.002692;0.000739
0.008464;0.002322;0.000637;0.008464;0.002322;0.000637
0.006107;0.001675;0.000459;0.006107;0.001675;0.000459
0.003281;0.000900;0.000247;0.003281;0.000900;0.000247
0.007715;0.002115;0.000580;0.007715;0.002115;0.000580
0.005879;0.001612;0.000442;0.005879;0.001612;0.000442
0.010533;0.002887;0.000791;0.010533;0.002887;0.000791
0.015859;0.004346;0.001191;0.015859;0.004346;0.001191
0.015229;0.004173;0.001143;0.015229;0.004173;0.001143
0.014379;0.003939;0.001079;0.014379;0.003939;0.001079
0.013014;0.003565;0.000976;0.013014;0.003565;0.000976
0.009941;0.002723;0.000746;0.009941;0.002723;0.000746
0.008459;0.002316;0.000634;0.008459;0.002316;0.000634
0.009522;0.002607;0.000714;0.009522;0.002607;0.000714
0.011067;0.003029;0.000829;0.011067;0.003029;0.000829
0.011930;0.003265;0.000894;0.011930;0.003265;0.000894
0.012712;0.003478;0.000952;0.012712;0.003478;0.000952
0.016642;0.004553;0.001246;0.016642;0.004553;0.001246
0.021379;0.005848;0.001600;0.021379;0.005848;0.001600
0.024045;0.006576;0.001799;0.024045;0.006576;0.001799
0.021700;0.005934;0.001623;0.021700;0.005934;0.001623
0.015325;0.004190;0.001146;0.015325;0.004190;0.001146
0.012961;0.003543;0.000968;0.012961;0.003543;0.000968
0.017398;0.004755;0.001300;0.017398;0.004755;0.001300
0.019110;0.005222;0.001427;0.019110;0.005222;0.001427
0.012811;0.003500;0.000956;0.012811;0.003500;0.000956
0.015516;0.004239;0.001158;0.015516;0.004239;0.001158
0.012254;0.003347;0.000914;0.012254;0.003347;0.000914
0.010497;0.002867;0.000783;0.010497;0.002867;0.000783
0.006141;0.001677;0.000458;0.006141;0.001677;0.000458
0.005267;0.001438;0.000393;0.005267;0.001438;0.000393
0.010921;0.002981;0.000814;0.010921;0.002981;0.000814
0.018556;0.005064;0.001382;0.018556;0.005064;0.001382
0.014094;0.003846;0.001049;0.014094;0.003846;0.001049
0.009135;0.002492;0.000680;0.009135;0.002492;0.000680
0.003015;0.000822;0.000224;0.003015;0.000822;0.000224
0.004624;0.001261;0.000344;0.004624;0.001261;0.000344
0.005410;0.001475;0.000402;0.005410;0.001475;0.000402
0.007549;0.002058;0.000561;0.007549;0.002058;0.000561
0.005466;0.001490;0.000406;0.005466;0.001490;0.000406
0.012436;0.003389;0.000924;0.012436;0.003389;0.000924
0.015806;0.004307;0.001174;0.015806;0.004307;0.001174
0.017674;0.004815;0.001312;0.017674;0.004815;0.001312
0.020013;0.005451;0.001485;0.020013;0.005451;0.001485
0.018753;0.005107;0.001391;0.018753;0.005107;0.001391
0.012332;0.003358;0.000914;0.012332;0.003358;0.000914
0.009573;0.002606;0.000710;0.009573;0.002606;0.000710
0.008776;0.002389;0.000650;0.008776;0.002389;0.000650
0.011696;0.003183;0.000866;0.011696;0.003183;0.000866
0.016444;0.004475;0.001218;0.016444;0.004475;0.001218
0.012972;0.003529;0.000960;0.012972;0.003529;0.000960
0.005951;0.001619;0.000440;0.005951;0.001619;0.000440
0.005155;0.001402;0.000381;0.005155;0.001402;0.000381
0.005859;0.001593;0.000433;0.005859;0.001593;0.000433
